"File","Line","Pattern","Content"
"include\distributed_trainer.h","6","#include.*<Q","#include <QMap>"
"include\distributed_trainer.h","7","#include.*<Q","#include <QThread>"
"include\enhanced_model_loader.h","3","#include.*<Q","#include <QString>"
"include\enhanced_model_loader.h","4","#include.*<Q","#include <QObject>"
"include\extension_panel.h","4","#include.*<Q","#include <QWidget>"
"include\extension_panel.h","5","#include.*<Q","#include <QListWidget>"
"include\extension_panel.h","6","#include.*<Q","#include <QPushButton>"
"include\extension_panel.h","7","#include.*<Q","#include <QLabel>"
"include\extension_panel.h","8","#include.*<Q","#include <QVBoxLayout>"
"include\extension_panel.h","9","#include.*<Q","#include <QHBoxLayout>"
"include\file_browser.h","3","#include.*<Q","#include <QWidget>"
"include\file_browser.h","4","#include.*<Q","#include <QString>"
"include\file_browser.h","5","#include.*<Q","#include <QFileInfo>"
"include\file_manager.h","20","#include.*<Q","#include <QString>"
"include\file_manager.h","21","#include.*<Q","#include <QFile>"
"include\file_manager.h","22","#include.*<Q","#include <QTextStream>"
"include\file_manager.h","23","#include.*<Q","#include <QFileInfo>"
"include\file_manager.h","24","#include.*<Q","#include <QDir>"
"include\file_resource_guard.h","3","#include.*<Q","#include <QString>"
"include\file_resource_guard.h","4","#include.*<Q","#include <QFile>"
"include\file_resource_guard.h","5","#include.*<Q","#include <QDir>"
"include\file_resource_guard.h","7","#include.*<Q","#include <QDebug>"
"include\ghost_text_renderer.h","10","#include.*<Q","#include <QWidget>"
"include\ghost_text_renderer.h","11","#include.*<Q","#include <QTextEdit>"
"include\ghost_text_renderer.h","12","#include.*<Q","#include <QPlainTextEdit>"
"include\ghost_text_renderer.h","13","#include.*<Q","#include <QPainter>"
"include\ghost_text_renderer.h","14","#include.*<Q","#include <QTextCursor>"
"include\ghost_text_renderer.h","15","#include.*<Q","#include <QString>"
"include\ghost_text_renderer.h","16","#include.*<Q","#include <QTimer>"
"include\ghost_text_renderer.h","17","#include.*<Q","#include <QMap>"
"include\hardware_backend_selector.h","3","#include.*<Q","#include <QDialog>"
"include\hardware_backend_selector.h","4","#include.*<Q","#include <QString>"
"include\hardware_backend_selector.h","5","#include.*<Q","#include <QJsonObject>"
"include\hardware_backend_selector.h","6","#include.*<Q","#include <QJsonArray>"
"include\inference_engine_stub.hpp","3","#include.*<Q","#include <QObject>"
"include\inference_engine_stub.hpp","4","#include.*<Q","#include <QString>"
"include\interpretability_panel.h","3","#include.*<Q","#include <QWidget>"
"include\interpretability_panel.h","4","#include.*<Q","#include <QString>"
"include\interpretability_panel.h","5","#include.*<Q","#include <QJsonObject>"
"include\lsp_client.h","10","#include.*<Q","#include <QObject>"
"include\lsp_client.h","11","#include.*<Q","#include <QProcess>"
"include\lsp_client.h","12","#include.*<Q","#include <QJsonObject>"
"include\lsp_client.h","13","#include.*<Q","#include <QJsonArray>"
"include\lsp_client.h","14","#include.*<Q","#include <QString>"
"include\lsp_client.h","15","#include.*<Q","#include <QMap>"
"include\lsp_client.h","16","#include.*<Q","#include <QTimer>"
"include\mainwindow_qt_original.h","3","#include.*<Q","#include <QMainWindow>"
"include\mainwindow_qt_original.h","4","#include.*<Q","#include <QString>"
"include\memory_space_manager.h","3","#include.*<Q","#include <QObject>"
"include\memory_space_manager.h","4","#include.*<Q","#include <QMap>"
"include\memory_space_manager.h","5","#include.*<Q","#include <QVariant>"
"include\memory_space_manager.h","6","#include.*<Q","#include <QStringList>"
"include\memory_space_manager.h","7","#include.*<Q","#include <QJsonObject>"
"include\model_registry.h","3","#include.*<Q","#include <QWidget>"
"include\model_registry.h","4","#include.*<Q","#include <QString>"
"include\model_registry.h","5","#include.*<Q","#include <QDateTime>"
"include\model_registry.h","6","#include.*<Q","#include <QSqlDatabase>"
"include\model_registry.h","7","#include.*<Q","#include <QVector>"
"include\model_trainer.h","10","#include.*<Q","#include <QObject>"
"include\model_trainer.h","11","#include.*<Q","#include <QString>"
"include\model_trainer.h","12","#include.*<Q","#include <QJsonObject>"
"include\model_trainer.h","13","#include.*<Q","#include <QJsonArray>"
"include\model_trainer.h","14","#include.*<Q","#include <QThread>"
"include\model_trainer.h","15","#include.*<Q","#include <QFile>"
"include\multi_file_search.h","35","#include.*<Q","#include <QWidget>"
"include\multi_file_search.h","36","#include.*<Q","#include <QLineEdit>"
"include\multi_file_search.h","37","#include.*<Q","#include <QTreeWidget>"
"include\multi_file_search.h","38","#include.*<Q","#include <QPushButton>"
"include\multi_file_search.h","39","#include.*<Q","#include <QCheckBox>"
"include\multi_file_search.h","40","#include.*<Q","#include <QVBoxLayout>"
"include\multi_file_search.h","41","#include.*<Q","#include <QHBoxLayout>"
"include\multi_file_search.h","42","#include.*<Q","#include <QLabel>"
"include\multi_file_search.h","43","#include.*<Q","#include <QMutex>"
"include\multi_file_search.h","44","#include.*<Q","#include <QFutureWatcher>"
"include\multi_file_search.h","45","#include.*<Q","#include <QRegularExpression>"
"include\multi_tab_editor.h","3","#include.*<Q","#include <QWidget>"
"include\multi_tab_editor.h","4","#include.*<Q","#include <QString>"
"include\observability_dashboard.h","3","#include.*<Q","#include <QWidget>"
"include\observability_dashboard.h","4","#include.*<Q","#include <QString>"
"include\observability_dashboard.h","5","#include.*<Q","#include <QJsonObject>"
"include\ollama_proxy.h","3","#include.*<Q","#include <QObject>"
"include\ollama_proxy.h","4","#include.*<Q","#include <QString>"
"include\ollama_proxy.h","5","#include.*<Q","#include <QNetworkAccessManager>"
"include\ollama_proxy.h","6","#include.*<Q","#include <QNetworkReply>"
"include\ollama_proxy.h","7","#include.*<Q","#include <QJsonDocument>"
"include\ollama_proxy.h","8","#include.*<Q","#include <QJsonObject>"
"include\PathResolver.h","15","#include.*<Q","#include <QString>"
"include\PathResolver.h","16","#include.*<Q","#include <QStandardPaths>"
"include\PathResolver.h","17","#include.*<Q","#include <QDir>"
"include\PathResolver.h","18","#include.*<Q","#include <QFileInfo>"
"include\PathResolver.h","19","#include.*<Q","#include <QCoreApplication>"
"include\plan_orchestrator.h","10","#include.*<Q","#include <QObject>"
"include\plan_orchestrator.h","11","#include.*<Q","#include <QString>"
"include\plan_orchestrator.h","12","#include.*<Q","#include <QVector>"
"include\plan_orchestrator.h","13","#include.*<Q","#include <QMap>"
"include\plan_orchestrator.h","14","#include.*<Q","#include <QJsonDocument>"
"include\planning_agent.h","3","#include.*<Q","#include <QObject>"
"include\planning_agent.h","4","#include.*<Q","#include <QString>"
"include\planning_agent.h","5","#include.*<Q","#include <QList>"
"include\planning_agent.h","6","#include.*<Q","#include <QTimer>"
"include\production_agentic_ide.h","3","#include.*<Q","#include <QMainWindow>"
"include\production_agentic_ide.h","4","#include.*<Q","#include <QString>"
"include\production_agentic_ide.h","5","#include.*<Q","#include <QObject>"
"include\profiler.h","3","#include.*<Q","#include <QString>"
"include\profiler.h","4","#include.*<Q","#include <QObject>"
"include\profiler.h","5","#include.*<Q","#include <QJsonObject>"
"include\profiler.h","6","#include.*<Q","#include <QJsonArray>"
"include\profiler.h","7","#include.*<Q","#include <QMap>"
"include\profiler.h","8","#include.*<Q","#include <QTimer>"
"include\quickjs_extension_host.h","53","#include.*<Q","#include <queue>"
"include\RawrXD_AutonomousCore.hpp","9","#include.*<Q","#include <queue>"
"include\scalar_server.h","3","#include.*<Q","#include <QObject>"
"include\scalar_server.h","4","#include.*<Q","#include <QString>"
"include\security_manager.h","3","#include.*<Q","#include <QString>"
"include\security_manager.h","4","#include.*<Q","#include <QObject>"
"include\security_manager.h","5","#include.*<Q","#include <QJsonObject>"
"include\security_manager.h","6","#include.*<Q","#include <QByteArray>"
"include\security_manager.h","7","#include.*<Q","#include <QHash>"
"include\security_manager.h","8","#include.*<Q","#include <QDateTime>"
"include\settings_dialog.h","3","#include.*<Q","#include <QDialog>"
"include\settings.h","3","#include.*<Q","#include <QString>"
"include\settings.h","4","#include.*<Q","#include <QVariant>"
"include\settings.h","5","#include.*<Q","#include <QSettings>"
"include\streaming_engine.h","7","#include.*<Q","#include <queue>"
"include\streaming_enhancements.h","9","#include.*<Q","#include <queue>"
"include\telemetry.h","3","#include.*<Q","#include <QString>"
"include\telemetry.h","4","#include.*<Q","#include <QJsonObject>"
"include\telemetry.h","5","#include.*<Q","#include <QJsonArray>"
"include\telemetry.h","6","#include.*<Q","#include <QObject>"
"include\terminal_pool.h","3","#include.*<Q","#include <QWidget>"
"include\terminal_pool.h","4","#include.*<Q","#include <QString>"
"include\todo_dock.h","3","#include.*<Q","#include <QWidget>"
"include\todo_dock.h","4","#include.*<Q","#include <QString>"
"include\todo_manager.h","3","#include.*<Q","#include <QObject>"
"include\todo_manager.h","4","#include.*<Q","#include <QString>"
"include\todo_manager.h","5","#include.*<Q","#include <QList>"
"include\todo_manager.h","6","#include.*<Q","#include <QDateTime>"
"include\tool_registry_init.hpp","30","#include.*<Q","#include <QString>"
"include\tool_registry_init.hpp","31","#include.*<Q","#include <QProcess>"
"include\training_dialog.h","3","#include.*<Q","#include <QDialog>"
"include\training_dialog.h","4","#include.*<Q","#include <QString>"
"include\training_dialog.h","5","#include.*<Q","#include <QJsonObject>"
"include\training_progress_dock.h","3","#include.*<Q","#include <QWidget>"
"include\training_progress_dock.h","4","#include.*<Q","#include <QString>"
"include\training_progress_dock.h","5","#include.*<Q","#include <QVector>"
"include\transformer_block_scalar.h","3","#include.*<Q","#include <QObject>"
"include\vulkan_compute.h","8","#include.*<Q","#include <queue>"
"include\zero_day_agentic_engine.hpp","2","#include.*<Q","#include <QObject>"
"include\zero_day_agentic_engine.hpp","3","#include.*<Q","#include <QJsonObject>"
"src\auth\QuantumAuthUI.cpp","11","#include.*""Q","#include ""QuantumAuthUI.hpp"""
"src\core\js_extension_host.cpp","64","#include.*""Q","#include ""quickjs.h"""
"src\core\js_extension_host.cpp","67","#include.*""Q","#include ""quickjs/quickjs.h"""
"src\core\quantum_safe_transport.cpp","16","#include.*""Q","#include ""quantum_safe_transport.h"""
"src\ggml-cpu\amx\mmq.cpp","12","#include.*""Q","#include ""quants.h"""
"src\ggml-sycl\backend.hpp","33","#include.*""Q","#include ""quantize.hpp"""
"src\ggml-sycl\backend.hpp","34","#include.*""Q","#include ""quants.hpp"""
"src\ggml-sycl\mmvq.cpp","5","#include.*""Q","#include ""quants.hpp"""
"src\ggml-sycl\vecdotq.hpp","18","#include.*""Q","#include ""quants.hpp"""
"src\llm_adapter\GGUFRunner.cpp","2","#include.*""Q","#include ""QuantBackend.h"""
"src\llm_adapter\GGUFRunner.h","13","#include.*""Q","#include ""QuantBackend.h""  // Quantization backend switcher"
"src\llm_adapter\QuantBackend.cpp","1","#include.*""Q","#include ""QuantBackend.h"""
"src\model_loader\enhanced_model_loader.cpp","3","#include.*""Q","#include ""qtapp/gguf_server.hpp"""
"src\modules\quickjs_extension_host.cpp","17","#include.*""Q","#include ""quickjs_extension_host.h"""
"src\modules\quickjs_extension_host.cpp","90","#include.*""Q","#include ""quickjs/quickjs.h"""
"src\modules\quickjs_extension_host.cpp","91","#include.*""Q","#include ""quickjs/quickjs-libc.h"""
"src\modules\quickjs_node_shims.cpp","21","#include.*""Q","#include ""quickjs_extension_host.h"""
"src\modules\quickjs_node_shims.cpp","26","#include.*""Q","#include ""quickjs/quickjs.h"""
"src\modules\quickjs_vscode_bindings.cpp","22","#include.*""Q","#include ""quickjs_extension_host.h"""
"src\modules\quickjs_vscode_bindings.cpp","28","#include.*""Q","#include ""quickjs/quickjs.h"""
"src\orchestration\voice_processor.hpp","16","#include.*""Q","#include ""qt6_audio_helper.hpp"""
"src\qtapp\utils\qt_directory_manager.cpp","8","#include.*""Q","#include ""qt_directory_manager.h"""
"src\qtapp\utils\qt_file_reader.cpp","8","#include.*""Q","#include ""qt_file_reader.h"""
"src\qtapp\utils\qt_file_writer.cpp","8","#include.*""Q","#include ""qt_file_writer.h"""
"src\qtapp\inference_engine.cpp","21","#include.*""Q","#include ""quant_utils.hpp"""
"src\qtapp\quant_utils.cpp","1","#include.*""Q","#include ""quant_utils.hpp"""
"src\win32app\Win32IDE_VSCodeExtAPI.cpp","18","#include.*""Q","#include ""quickjs_extension_host.h"""
"src\agentic_executor.cpp","4","#include.*""Q","#include ""qtapp/inference_engine.hpp"""
"src\agentic_executor.cpp","6","#include.*""Q","#include ""qtapp/settings_manager.h"""
"src\agentic_text_edit.h","14","#include.*""Q","#include ""qtapp/ai_completion_provider.h"""
"src\chat_interface.cpp","6","#include.*""Q","#include ""qtapp/EnterpriseTelemetry.h"""
"src\model_trainer.cpp","9","#include.*""Q","#include ""qtapp/inference_engine.hpp"""
"src\QtGUIStubs.hpp","11","#include.*""Q","#include ""QtReplacements.hpp"""
"src\scalar_server.cpp","4","#include.*""Q","#include ""qtapp/inference_engine.hpp"""
"src\agent\action_executor.cpp","221","QString\b","QString filePath = m_context.projectRoot + ""/"" + action.target;"
"src\agent\action_executor.cpp","222","QString\b","QString editAction = action.params.value(""action"").toString();"
"src\agent\action_executor.cpp","223","QString\b","QString content = action.params.value(""content"").toString();"
"src\agent\action_executor.cpp","296","QString\b","QString searchPath = m_context.projectRoot + ""/"" + action.params.value(""path"").toString();"
"src\agent\action_executor.cpp","297","QString\b","QString pattern = action.params.value(""pattern"").toString();"
"src\agent\action_executor.cpp","298","QString\b","QString query = action.params.value(""query"").toString();"
"src\agent\action_executor.cpp","322","QString\b","QString content = file.readAll();"
"src\agent\action_executor.cpp","350","QString\b","QString target = action.params.value(""target"").toString(""all"");"
"src\agent\action_executor.cpp","351","QString\b","QString config = action.params.value(""config"").toString(""Release"");"
"src\agent\action_executor.cpp","369","QString\b","QString testTarget = action.params.value(""target"").toString(""all_tests"");"
"src\agent\action_executor.cpp","387","QString\b","QString gitAction = action.params.value(""action"").toString();"
"src\agent\action_executor.cpp","388","QString\b","QString message = action.params.value(""message"").toString();"
"src\agent\action_executor.cpp","389","QString\b","QString branch = action.params.value(""branch"").toString();"
"src\agent\action_executor.cpp","415","QString\b","QString command = action.params.value(""command"").toString();"
"src\agent\action_executor.cpp","440","QString\b","QString subWish = action.params.value(""wish"").toString();"
"src\agent\action_executor.cpp","454","QString\b","QString::number(maxDepth).toStdString() + "")"";"
"src\agent\action_executor.cpp","481","QString\b","QString query = action.params.value(""query"").toString();"
"src\agent\action_executor.cpp","518","QString\b","bool ActionExecutor::createBackup(const QString& filePath)"
"src\agent\action_executor.cpp","524","QString\b","QString backupPath = filePath + "".backup."" + QDateTime::currentDateTime().toString(""yyyyMMdd_hhmmss"");"
"src\agent\action_executor.cpp","538","QString\b","bool ActionExecutor::restoreFromBackup(const QString& filePath)"
"src\agent\action_executor.cpp","544","QString\b","QString backupPath = m_backups[filePath];"
"src\agent\action_executor.cpp","557","QString\b","QJsonObject ActionExecutor::executeCommand(const QString& command,"
"src\agent\action_executor.cpp","577","QString\b","result[""error""] = ""Command timed out after "" + QString::number(timeoutMs) + ""ms"";"
"src\agent\action_executor.cpp","582","QString\b","result[""stdout""] = QString::fromUtf8(m_process->readAllStandardOutput());"
"src\agent\action_executor.cpp","583","QString\b","result[""stderr""] = QString::fromUtf8(m_process->readAllStandardError());"
"src\agent\action_executor.cpp","591","QString\b","bool ActionExecutor::validateFileEditSafety(const QString& filePath, const QString& action)"
"src\agent\action_executor.cpp","613","QString\b","ActionType ActionExecutor::stringToActionType(const QString& typeStr) const"
"src\agent\action_executor.hpp","17","QString\b","#include <QString>"
"src\agent\action_executor.hpp","45","QString\b","QString target;                         ///< File, command, or resource name"
"src\agent\action_executor.hpp","47","QString\b","QString description;                    ///< Human-readable description"
"src\agent\action_executor.hpp","52","QString\b","QString result;"
"src\agent\action_executor.hpp","53","QString\b","QString error;"
"src\agent\action_executor.hpp","61","QString\b","QString projectRoot;                    ///< Project working directory"
"src\agent\action_executor.hpp","184","QString\b","void actionStarted(int index, const QString& description);"
"src\agent\action_executor.hpp","200","QString\b","void actionFailed(int index, const QString& error, bool recoverable);"
"src\agent\action_executor.hpp","221","QString\b","void userInputNeeded(const QString& query, const QStringList& options);"
"src\agent\action_executor.hpp","311","QString\b","bool createBackup(const QString& filePath);"
"src\agent\action_executor.hpp","318","QString\b","bool restoreFromBackup(const QString& filePath);"
"src\agent\action_executor.hpp","327","QString\b","QJsonObject executeCommand(const QString& command,"
"src\agent\action_executor.hpp","337","QString\b","bool validateFileEditSafety(const QString& filePath, const QString& action);"
"src\agent\action_executor.hpp","344","QString\b","ActionType stringToActionType(const QString& typeStr) const;"
"src\agent\action_executor.hpp","356","QString\b","QMap<QString, QString> m_backups;       ///< Backup file mappings"
"src\agent\agent_hot_patcher.cpp","25","QString\b","bool AgentHotPatcher::initialize(const QString& ggufLoaderPath, int interceptionPort)"
"src\agent\agent_hot_patcher.cpp","57","QString\b","QJsonObject AgentHotPatcher::interceptModelOutput(const QString& modelOutput, const QJsonObject& context)"
"src\agent\agent_hot_patcher.cpp","75","QString\b","QString reasoning = output.contains(""reasoning"") ?"
"src\agent\agent_hot_patcher.cpp","85","QString\b","QString corrected = correctHallucination(hallucination);"
"src\agent\agent_hot_patcher.cpp","101","QString\b","QString navPath = output[""navigationPath""].toString();"
"src\agent\agent_hot_patcher.cpp","124","QString\b","HallucinationDetection AgentHotPatcher::detectHallucination(const QString& content, const QJsonObject& context)"
"src\agent\agent_hot_patcher.cpp","139","QString\b","QString path = match.captured(1);"
"src\agent\agent_hot_patcher.cpp","211","QString\b","QString AgentHotPatcher::correctHallucination(const HallucinationDetection& hallucination)"
"src\agent\agent_hot_patcher.cpp","213","QString\b","QString correction;"
"src\agent\agent_hot_patcher.cpp","261","QString\b","NavigationFix AgentHotPatcher::fixNavigationError(const QString& navigationPath, const QJsonObject& projectContext)"
"src\agent\agent_hot_patcher.cpp","489","QString\b","HallucinationDetection AgentHotPatcher::analyzeForHallucinations(const QString& content)"
"src\agent\agent_hot_patcher.cpp","495","QString\b","bool AgentHotPatcher::validateNavigationPath(const QString& path)"
"src\agent\agent_hot_patcher.cpp","510","QString\b","QString AgentHotPatcher::extractReasoningChain(const QJsonObject& output)"
"src\agent\agent_hot_patcher.cpp","512","QString\b","QString reasoning;"
"src\agent\agent_hot_patcher.cpp","525","QString\b","QStringList AgentHotPatcher::validateReasoningLogic(const QString& reasoning)"
"src\agent\agent_hot_patcher.cpp","550","QString\b","QString AgentHotPatcher::generateUniqueId()"
"src\agent\agent_hot_patcher.cpp","552","QString\b","return QString::number(m_idCounter++);"
"src\agent\agent_hot_patcher.hpp","12","QString\b","#include <QString>"
"src\agent\agent_hot_patcher.hpp","29","QString\b","QString detectionId;              ///< Unique detection ID"
"src\agent\agent_hot_patcher.hpp","30","QString\b","QString hallucinationType;        ///< Type: invalid_path, fabricated_path, logic_contradiction, etc."
"src\agent\agent_hot_patcher.hpp","32","QString\b","QString detectedContent;          ///< What was detected"
"src\agent\agent_hot_patcher.hpp","33","QString\b","QString expectedContent;          ///< What it should be"
"src\agent\agent_hot_patcher.hpp","34","QString\b","QString correctionStrategy;       ///< How to fix it"
"src\agent\agent_hot_patcher.hpp","44","QString\b","QString fixId;                    ///< Unique fix ID"
"src\agent\agent_hot_patcher.hpp","45","QString\b","QString incorrectPath;            ///< Original path"
"src\agent\agent_hot_patcher.hpp","46","QString\b","QString correctPath;              ///< Normalized path"
"src\agent\agent_hot_patcher.hpp","47","QString\b","QString reasoning;                ///< Why it was wrong"
"src\agent\agent_hot_patcher.hpp","56","QString\b","QString patchId;                  ///< Unique patch ID"
"src\agent\agent_hot_patcher.hpp","57","QString\b","QString patchType;                ///< Type: prompt_modifier, output_filter, validator"
"src\agent\agent_hot_patcher.hpp","58","QString\b","QString condition;                ///< When to apply"
"src\agent\agent_hot_patcher.hpp","59","QString\b","QString action;                   ///< What to do"
"src\agent\agent_hot_patcher.hpp","91","QString\b","void initialize(const QString& ggufLoaderPath, int flags);"
"src\agent\agent_hot_patcher.hpp","99","QString\b","QJsonObject interceptModelOutput(const QString& modelOutput, const QJsonObject& context);"
"src\agent\agent_hot_patcher.hpp","107","QString\b","HallucinationDetection detectHallucination(const QString& content, const QJsonObject& context);"
"src\agent\agent_hot_patcher.hpp","114","QString\b","QString correctHallucination(const HallucinationDetection& detection);"
"src\agent\agent_hot_patcher.hpp","122","QString\b","NavigationFix fixNavigationError(const QString& path, const QJsonObject& context);"
"src\agent\agent_hot_patcher.hpp","129","QString\b","QString applyBehaviorPatches(const QString& output);"
"src\agent\agent_hot_patcher.hpp","216","QString\b","HallucinationDetection detectPathHallucination(const QString& content);"
"src\agent\agent_hot_patcher.hpp","217","QString\b","HallucinationDetection detectLogicContradiction(const QString& content);"
"src\agent\agent_hot_patcher.hpp","218","QString\b","HallucinationDetection detectIncompleteReasoning(const QString& content);"
"src\agent\agent_hot_patcher.hpp","219","QString\b","QString normalizePathInContent(const QString& content, const QString& validPath);"
"src\agent\agent_hot_patcher.hpp","220","QString\b","bool isValidPath(const QString& path) const;"
"src\agent\agent_main.cpp","28","QString\b","QString wish = parser.positionalArguments().value(0);"
"src\agent\agent_main.cpp","63","QString\b","QString type = task[""type""].toString();"
"src\agent\agent_main.cpp","70","QString\b","QString deps;"
"src\agent\agent_main.cpp","81","QString\b","QString target = task.value(""target"").toString();"
"src\agent\agent_main.cpp","119","QString\b","QString suggested = ml.suggestQuant();"
"src\agent\agent_main.cpp","125","QString\b","<< QString::number((100.0 * (taskCount - failureCount) / taskCount), 'f', 1) << ""%"";"
"src\agent\agentic_copilot_bridge.cpp","30","QString\b","QString AgenticCopilotBridge::generateCodeCompletion(const QString& context, const QString& prefix) {"
"src\agent\agentic_copilot_bridge.cpp","42","QString\b","return QString();"
"src\agent\agentic_copilot_bridge.cpp","48","QString\b","return QString();"
"src\agent\agentic_copilot_bridge.cpp","54","QString\b","return QString();"
"src\agent\agentic_copilot_bridge.cpp","58","QString\b","QString prompt = QString("
"src\agent\agentic_copilot_bridge.cpp","66","QString\b","QString completion;"
"src\agent\agentic_copilot_bridge.cpp","73","QString\b","QString engineResult = m_agenticEngine->generate(prompt, params);"
"src\agent\agentic_copilot_bridge.cpp","99","QString\b","emit errorOccurred(QString(""Code completion failed: %1"").arg(e.what()));"
"src\agent\agentic_copilot_bridge.cpp","100","QString\b","return QString();"
"src\agent\agentic_copilot_bridge.cpp","104","QString\b","QString AgenticCopilotBridge::analyzeActiveFile() {"
"src\agent\agentic_copilot_bridge.cpp","120","QString\b","QString analysis = QString("
"src\agent\agentic_copilot_bridge.cpp","136","QString\b","emit errorOccurred(QString(""File analysis failed: %1"").arg(e.what()));"
"src\agent\agentic_copilot_bridge.cpp","137","QString\b","return QString();"
"src\agent\agentic_copilot_bridge.cpp","141","QString\b","QString AgenticCopilotBridge::suggestRefactoring(const QString& code) {"
"src\agent\agentic_copilot_bridge.cpp","153","QString\b","return QString();"
"src\agent\agentic_copilot_bridge.cpp","159","QString\b","return QString();"
"src\agent\agentic_copilot_bridge.cpp","163","QString\b","QString suggestions = QString("
"src\agent\agentic_copilot_bridge.cpp","178","QString\b","emit errorOccurred(QString(""Refactoring suggestion failed: %1"").arg(e.what()));"
"src\agent\agentic_copilot_bridge.cpp","179","QString\b","return QString();"
"src\agent\agentic_copilot_bridge.cpp","183","QString\b","QString AgenticCopilotBridge::generateTestsForCode(const QString& code) {"
"src\agent\agentic_copilot_bridge.cpp","195","QString\b","return QString();"
"src\agent\agentic_copilot_bridge.cpp","201","QString\b","return QString();"
"src\agent\agentic_copilot_bridge.cpp","205","QString\b","QString tests = QString("
"src\agent\agentic_copilot_bridge.cpp","220","QString\b","emit errorOccurred(QString(""Test generation failed: %1"").arg(e.what()));"
"src\agent\agentic_copilot_bridge.cpp","221","QString\b","return QString();"
"src\agent\agentic_copilot_bridge.cpp","225","QString\b","QString AgenticCopilotBridge::askAgent(const QString& question, const QJsonObject& context) {"
"src\agent\agentic_copilot_bridge.cpp","243","QString\b","return QString();"
"src\agent\agentic_copilot_bridge.cpp","256","QString\b","QString response;"
"src\agent\agentic_copilot_bridge.cpp","259","QString\b","QString conversationPrompt;"
"src\agent\agentic_copilot_bridge.cpp","262","QString\b","QString role = msgObj[""role""].toString();"
"src\agent\agentic_copilot_bridge.cpp","263","QString\b","QString content = msgObj[""content""].toString();"
"src\agent\agentic_copilot_bridge.cpp","264","QString\b","conversationPrompt += QString(""[%1]: %2\n"").arg(role, content);"
"src\agent\agentic_copilot_bridge.cpp","275","QString\b","response = QString(""I analyzed your question about: %1\n"""
"src\agent\agentic_copilot_bridge.cpp","280","QString\b","response = QString(""Agent response to: %1\n"""
"src\agent\agentic_copilot_bridge.cpp","297","QString\b","emit errorOccurred(QString(""Agent query failed: %1"").arg(e.what()));"
"src\agent\agentic_copilot_bridge.cpp","298","QString\b","return QString();"
"src\agent\agentic_copilot_bridge.cpp","302","QString\b","QString AgenticCopilotBridge::continuePreviousConversation(const QString& followUp) {"
"src\agent\agentic_copilot_bridge.cpp","306","QString\b","QString AgenticCopilotBridge::executeWithFailureRecovery(const QString& prompt) {"
"src\agent\agentic_copilot_bridge.cpp","318","QString\b","return QString();"
"src\agent\agentic_copilot_bridge.cpp","324","QString\b","return QString();"
"src\agent\agentic_copilot_bridge.cpp","327","QString\b","QString response = QString(""Executed: %1"").arg(prompt);"
"src\agent\agentic_copilot_bridge.cpp","343","QString\b","emit errorOccurred(QString(""Execution failed: %1"").arg(e.what()));"
"src\agent\agentic_copilot_bridge.cpp","344","QString\b","return QString();"
"src\agent\agentic_copilot_bridge.cpp","348","QString\b","QString AgenticCopilotBridge::hotpatchResponse(const QString& originalResponse, const QJsonObject& context) {"
"src\agent\agentic_copilot_bridge.cpp","356","QString\b","QString correctedResponse = originalResponse;"
"src\agent\agentic_copilot_bridge.cpp","364","QString\b","bool AgenticCopilotBridge::detectAndCorrectFailure(QString& response, const QJsonObject& context) {"
"src\agent\agentic_copilot_bridge.cpp","421","QString\b","emit errorOccurred(QString(""Task execution failed: %1"").arg(e.what()));"
"src\agent\agentic_copilot_bridge.cpp","426","QString\b","QJsonArray AgenticCopilotBridge::planMultiStepTask(const QString& goal) {"
"src\agent\agentic_copilot_bridge.cpp","462","QString\b","emit errorOccurred(QString(""Task planning failed: %1"").arg(e.what()));"
"src\agent\agentic_copilot_bridge.cpp","467","QString\b","QJsonObject AgenticCopilotBridge::transformCode(const QString& code, const QString& transformation) {"
"src\agent\agentic_copilot_bridge.cpp","508","QString\b","emit errorOccurred(QString(""Code transformation failed: %1"").arg(e.what()));"
"src\agent\agentic_copilot_bridge.cpp","513","QString\b","QString AgenticCopilotBridge::explainCode(const QString& code) {"
"src\agent\agentic_copilot_bridge.cpp","525","QString\b","return QString();"
"src\agent\agentic_copilot_bridge.cpp","531","QString\b","return QString();"
"src\agent\agentic_copilot_bridge.cpp","534","QString\b","QString explanation = QString("
"src\agent\agentic_copilot_bridge.cpp","551","QString\b","emit errorOccurred(QString(""Code explanation failed: %1"").arg(e.what()));"
"src\agent\agentic_copilot_bridge.cpp","552","QString\b","return QString();"
"src\agent\agentic_copilot_bridge.cpp","556","QString\b","QString AgenticCopilotBridge::findBugs(const QString& code) {"
"src\agent\agentic_copilot_bridge.cpp","568","QString\b","return QString();"
"src\agent\agentic_copilot_bridge.cpp","574","QString\b","return QString();"
"src\agent\agentic_copilot_bridge.cpp","577","QString\b","QString bugs = QString("
"src\agent\agentic_copilot_bridge.cpp","593","QString\b","emit errorOccurred(QString(""Bug detection failed: %1"").arg(e.what()));"
"src\agent\agentic_copilot_bridge.cpp","594","QString\b","return QString();"
"src\agent\agentic_copilot_bridge.cpp","598","QString\b","void AgenticCopilotBridge::submitFeedback(const QString& feedback, bool isPositive) {"
"src\agent\agentic_copilot_bridge.cpp","621","QString\b","emit errorOccurred(QString(""Feedback submission failed: %1"").arg(e.what()));"
